"id","user_id","amount","category","date"
1,766298731880382508,30.00,Food,"2023-09-27"
2,766298731880382508,30.00,Food,"2023-09-12"
3,766298731880382508,572.60,Rent,"2024-08-01"
4,766298731880382508,7.50,Food,"2024-08-23"
